solver,instance,path,status,runtime_sec,returncode,timeout,killed,conflicts,decisions,propagations,restarts,variables,clauses,cpu_time_reported,learned_clauses,reduced,subsumed,strengthened,vivified,process_time_reported,real_time_reported,memory_reported_mb,exit_code_reported,blocked_restarts,reduce_db_calls,removed_clauses,avg_learnt_size,learnts_dl2,learnts_size2,learnts_size1,reduced_clauses,conflict_literals,actual_reward
glucose,cliquecoloring_n18_k7_c6.cnf,benchmarks/cliquecoloring_n18_k7_c6.cnf,TIMEOUT,300.0,,True,False,,,,,387.0,9088.0,,,,,,,,,,,,,,,,,,,,
maplesat,cliquecoloring_n18_k7_c6.cnf,benchmarks/cliquecoloring_n18_k7_c6.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,baseballcover13with25_and3positions.cnf,benchmarks/baseballcover13with25_and3positions.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,baseballcover13with25_and3positions.cnf,benchmarks/baseballcover13with25_and3positions.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
maplesat,baseballcover13with25_and3positions.cnf,benchmarks/baseballcover13with25_and3positions.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,brent_69_0.cnf,benchmarks/brent_69_0.cnf,SAT,2.431681871414185,10.0,False,False,3499.0,113745.0,2770276.0,154.0,,,,2720.0,911.0,90.0,765.0,,2.32,2.4,118.46,10.0,,,,,,,,,,
glucose,brent_69_0.cnf,benchmarks/brent_69_0.cnf,TIMEOUT,300.0,,True,False,,,,,82539.0,365958.0,,,,,,,,,,,,,,,,,,,,
maplesat,brent_69_0.cnf,benchmarks/brent_69_0.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,pbl-00070.shuffled-as.sat05-1324.shuffled-as.sat05-1324.cnf,benchmarks/pbl-00070.shuffled-as.sat05-1324.shuffled-as.sat05-1324.cnf,UNSAT,0.1946859359741211,20.0,False,False,8018.0,25871.0,63731.0,245.0,,,,6400.0,1978.0,1890.0,1545.0,,0.08,0.12,68.0,20.0,,,,,,,,,,
glucose,pbl-00070.shuffled-as.sat05-1324.shuffled-as.sat05-1324.cnf,benchmarks/pbl-00070.shuffled-as.sat05-1324.shuffled-as.sat05-1324.cnf,UNSAT,0.0854389667510986,20.0,False,False,0.0,0.0,10.0,0.0,257.0,7374.0,0.06559,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
maplesat,pbl-00070.shuffled-as.sat05-1324.shuffled-as.sat05-1324.cnf,benchmarks/pbl-00070.shuffled-as.sat05-1324.shuffled-as.sat05-1324.cnf,UNSAT,0.0787765979766845,20.0,False,False,0.0,0.0,10.0,0.0,257.0,7374.0,0.058825,,,,,,,,,,,,,,,,,,0.0,
cadical,g2-slp-synthesis-aes-top29.cnf,benchmarks/g2-slp-synthesis-aes-top29.cnf,SAT,68.40258884429932,10.0,False,False,552354.0,2484570.0,479462847.0,32959.0,,,,535946.0,372950.0,98225.0,29030.0,8379.0,67.67,68.38,117.73,10.0,,,,,,,,,,
glucose,g2-slp-synthesis-aes-top29.cnf,benchmarks/g2-slp-synthesis-aes-top29.cnf,TIMEOUT,300.0,,True,False,,,,,94998.0,284752.0,,,,,,,,,,,,,,,,,,,,
maplesat,g2-slp-synthesis-aes-top29.cnf,benchmarks/g2-slp-synthesis-aes-top29.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,grs-96-96.cnf,benchmarks/grs-96-96.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,grs-96-96.cnf,benchmarks/grs-96-96.cnf,TIMEOUT,300.0,,True,False,,,,,259366.0,755670.0,,,,,,,,,,,,,,,,,,,,
maplesat,grs-96-96.cnf,benchmarks/grs-96-96.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,satcoin-genesis-UNSAT-18400.cnf,benchmarks/satcoin-genesis-UNSAT-18400.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,satcoin-genesis-UNSAT-18400.cnf,benchmarks/satcoin-genesis-UNSAT-18400.cnf,TIMEOUT,300.0,,True,False,,,,,134781.0,648661.0,,,,,,,,,,,,,,,,,,,,
maplesat,satcoin-genesis-UNSAT-18400.cnf,benchmarks/satcoin-genesis-UNSAT-18400.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,iso-ukn004.shuffled-as.sat05-3385.cnf,benchmarks/iso-ukn004.shuffled-as.sat05-3385.cnf,SAT,0.0552899837493896,10.0,False,False,84.0,2556.0,8205.0,,,,,79.0,,1532.0,1946.0,,0.04,0.04,68.0,10.0,,,,,,,,,,
glucose,iso-ukn004.shuffled-as.sat05-3385.cnf,benchmarks/iso-ukn004.shuffled-as.sat05-3385.cnf,SAT,0.0686945915222168,10.0,False,False,177.0,648.0,7119.0,1.0,1889.0,10295.0,0.018452,,,,,,,,,,0.0,0.0,0.0,8.0,14.0,6.0,4.0,41.0,,
maplesat,iso-ukn004.shuffled-as.sat05-3385.cnf,benchmarks/iso-ukn004.shuffled-as.sat05-3385.cnf,SAT,0.0365667343139648,10.0,False,False,48.0,334.0,2237.0,1.0,1889.0,10295.0,0.019495,,,,,,,,,,,,,,,,,,435.0,0.21121
cadical,hash_table_find_safety_size_27.cnf,benchmarks/hash_table_find_safety_size_27.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,hash_table_find_safety_size_27.cnf,benchmarks/hash_table_find_safety_size_27.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
maplesat,hash_table_find_safety_size_27.cnf,benchmarks/hash_table_find_safety_size_27.cnf,UNSAT,244.773161649704,20.0,False,False,15836.0,2132713.0,499519866.0,62.0,17997155.0,72523297.0,228.162,,,,,,,,,,,,,,,,,,2870143.0,0.002645
cadical,php15-mixed-15percent-blocked.cnf,benchmarks/php15-mixed-15percent-blocked.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,php15-mixed-15percent-blocked.cnf,benchmarks/php15-mixed-15percent-blocked.cnf,TIMEOUT,300.0,,True,False,,,,,354.0,2938.0,,,,,,,,,,,,,,,,,,,,
maplesat,php15-mixed-15percent-blocked.cnf,benchmarks/php15-mixed-15percent-blocked.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,SC23_Timetable_C_476_E_50_Cl_32_D_6_T_50.cnf,benchmarks/SC23_Timetable_C_476_E_50_Cl_32_D_6_T_50.cnf,SAT,164.7002522945404,10.0,False,False,837260.0,33251694.0,516976228.0,45086.0,,,,803266.0,575744.0,195062.0,189149.0,20739.0,163.02,164.64,274.57,10.0,,,,,,,,,,
glucose,SC23_Timetable_C_476_E_50_Cl_32_D_6_T_50.cnf,benchmarks/SC23_Timetable_C_476_E_50_Cl_32_D_6_T_50.cnf,SAT,167.74588084220886,10.0,False,False,1516461.0,63287261.0,736843368.0,20587.0,248438.0,803529.0,165.913,,,,,,,,,,2017.0,33.0,1356039.0,96.0,4444.0,2401.0,15.0,5015.0,,
maplesat,SC23_Timetable_C_476_E_50_Cl_32_D_6_T_50.cnf,benchmarks/SC23_Timetable_C_476_E_50_Cl_32_D_6_T_50.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,SC23_Timetable_C_482_E_50_Cl_33_D_6_T_50.cnf,benchmarks/SC23_Timetable_C_482_E_50_Cl_33_D_6_T_50.cnf,SAT,110.50860714912416,10.0,False,False,470040.0,30950097.0,341539892.0,26349.0,,,,447611.0,289277.0,131675.0,197046.0,11642.0,109.48,110.45,291.17,10.0,,,,,,,,,,
glucose,SC23_Timetable_C_482_E_50_Cl_33_D_6_T_50.cnf,benchmarks/SC23_Timetable_C_482_E_50_Cl_33_D_6_T_50.cnf,SAT,118.73303508758544,10.0,False,False,1217753.0,65563253.0,662612252.0,16190.0,248675.0,799427.0,117.251,,,,,,,,,,3247.0,30.0,1116058.0,83.0,4685.0,2546.0,22.0,5967.0,,
maplesat,SC23_Timetable_C_482_E_50_Cl_33_D_6_T_50.cnf,benchmarks/SC23_Timetable_C_482_E_50_Cl_33_D_6_T_50.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,stb_792_333.apx_1_DS-ST.cnf,benchmarks/stb_792_333.apx_1_DS-ST.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,stb_792_333.apx_1_DS-ST.cnf,benchmarks/stb_792_333.apx_1_DS-ST.cnf,TIMEOUT,300.0,,True,False,,,,,1584.0,16869.0,,,,,,,,,,,,,,,,,,,,
maplesat,stb_792_333.apx_1_DS-ST.cnf,benchmarks/stb_792_333.apx_1_DS-ST.cnf,SAT,297.7738721370697,10.0,False,False,3899204.0,4633480.0,749804017.0,6905.0,1584.0,16869.0,295.41,,,,,,,,,,,,,,,,,,145460359.0,0.093491
cadical,hash_table_find_safety_size_22.cnf,benchmarks/hash_table_find_safety_size_22.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,hash_table_find_safety_size_22.cnf,benchmarks/hash_table_find_safety_size_22.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
maplesat,hash_table_find_safety_size_22.cnf,benchmarks/hash_table_find_safety_size_22.cnf,UNSAT,209.61981916427607,20.0,False,False,16065.0,1734733.0,534556739.0,63.0,13246826.0,53229976.0,203.716,,,,,,,,,,,,,,,,,,3783222.0,0.003609
cadical,satcoin-genesis-UNSAT-19500.cnf,benchmarks/satcoin-genesis-UNSAT-19500.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,satcoin-genesis-UNSAT-19500.cnf,benchmarks/satcoin-genesis-UNSAT-19500.cnf,TIMEOUT,300.0,,True,False,,,,,134781.0,648661.0,,,,,,,,,,,,,,,,,,,,
maplesat,satcoin-genesis-UNSAT-19500.cnf,benchmarks/satcoin-genesis-UNSAT-19500.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,brent_51_0.07.cnf,benchmarks/brent_51_0.07.cnf,SAT,45.5117073059082,10.0,False,False,641914.0,8802188.0,180217514.0,20430.0,,,,555014.0,432480.0,31889.0,98134.0,6426.0,44.94,45.49,93.32,10.0,,,,,,,,,,
glucose,brent_51_0.07.cnf,benchmarks/brent_51_0.07.cnf,TIMEOUT,300.0,,True,False,,,,,60812.0,224931.0,,,,,,,,,,,,,,,,,,,,
maplesat,brent_51_0.07.cnf,benchmarks/brent_51_0.07.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,29_1.cnf,benchmarks/29_1.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,29_1.cnf,benchmarks/29_1.cnf,TIMEOUT,300.0,,True,False,,,,,4768.0,15840.0,,,,,,,,,,,,,,,,,,,,
maplesat,29_1.cnf,benchmarks/29_1.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,WS_400_24_70_10.apx_1_DC-ST.cnf,benchmarks/WS_400_24_70_10.apx_1_DC-ST.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,WS_400_24_70_10.apx_1_DC-ST.cnf,benchmarks/WS_400_24_70_10.apx_1_DC-ST.cnf,TIMEOUT,300.0,,True,False,,,,,800.0,15600.0,,,,,,,,,,,,,,,,,,,,
maplesat,WS_400_24_70_10.apx_1_DC-ST.cnf,benchmarks/WS_400_24_70_10.apx_1_DC-ST.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,instance_n6_i6_pp_ci_ce.cnf,benchmarks/instance_n6_i6_pp_ci_ce.cnf,SAT,6.236489295959473,10.0,False,False,99841.0,309388.0,28523672.0,6963.0,,,,95855.0,60938.0,19648.0,8046.0,2116.0,6.13,6.22,68.0,10.0,,,,,,,,,,
glucose,instance_n6_i6_pp_ci_ce.cnf,benchmarks/instance_n6_i6_pp_ci_ce.cnf,SAT,0.581005334854126,10.0,False,False,12276.0,36828.0,2536181.0,40.0,7278.0,63935.0,0.525952,,,,,,,,,,19.0,2.0,3790.0,25.0,430.0,108.0,4.0,752.0,,
maplesat,instance_n6_i6_pp_ci_ce.cnf,benchmarks/instance_n6_i6_pp_ci_ce.cnf,SAT,4.373499155044556,10.0,False,False,70280.0,151802.0,22132426.0,220.0,7278.0,63935.0,4.15403,,,,,,,,,,,,,,,,,,2402500.0,0.07333
glucose,PRP_30_41.cnf,benchmarks/PRP_30_41.cnf,SAT,148.94536352157593,10.0,False,False,2066182.0,35265711.0,896475930.0,8329.0,191450.0,1139488.0,147.267,,,,,,,,,,8885.0,30.0,1654544.0,13.0,109062.0,36625.0,12508.0,25921.0,,
maplesat,PRP_30_41.cnf,benchmarks/PRP_30_41.cnf,SAT,261.3043115139008,10.0,False,False,1918364.0,50856329.0,1340515911.0,3722.0,191450.0,1139488.0,258.05,,,,,,,,,,,,,,,,,,33550462.0,0.02556
cadical,grs-64-32.cnf,benchmarks/grs-64-32.cnf,UNSAT,26.952265977859497,20.0,False,False,330119.0,1273280.0,181827486.0,10248.0,,,,314580.0,159224.0,94844.0,73710.0,3253.0,26.57,26.94,68.02,20.0,,,,,,,,,,
glucose,grs-64-32.cnf,benchmarks/grs-64-32.cnf,UNSAT,53.20966076850891,20.0,False,False,1001420.0,2125742.0,334806917.0,993.0,56794.0,166198.0,52.679,,,,,,,,,,5455.0,28.0,895753.0,24.0,1299.0,481.0,18.0,1259.0,,
maplesat,grs-64-32.cnf,benchmarks/grs-64-32.cnf,UNSAT,137.23936700820923,20.0,False,False,1798316.0,4498436.0,810613870.0,3497.0,56794.0,166198.0,136.427,,,,,,,,,,,,,,,,,,55088335.0,0.128501
cadical,grs-48-160.cnf,benchmarks/grs-48-160.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,grs-48-160.cnf,benchmarks/grs-48-160.cnf,TIMEOUT,300.0,,True,False,,,,,410624.0,1176432.0,,,,,,,,,,,,,,,,,,,,
maplesat,grs-48-160.cnf,benchmarks/grs-48-160.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,SC23_Timetable_C_473_E_49_Cl_32_D_6_T_50.cnf,benchmarks/SC23_Timetable_C_473_E_49_Cl_32_D_6_T_50.cnf,SAT,177.3318350315094,10.0,False,False,931730.0,37778147.0,553720093.0,41225.0,,,,897447.0,628238.0,248418.0,170783.0,25086.0,175.8,177.28,283.7,10.0,,,,,,,,,,
glucose,SC23_Timetable_C_473_E_49_Cl_32_D_6_T_50.cnf,benchmarks/SC23_Timetable_C_473_E_49_Cl_32_D_6_T_50.cnf,SAT,68.61334824562073,10.0,False,False,777727.0,41992826.0,416609942.0,10898.0,250975.0,815307.0,67.5225,,,,,,,,,,1434.0,24.0,706299.0,74.0,3567.0,1954.0,15.0,4266.0,,
maplesat,SC23_Timetable_C_473_E_49_Cl_32_D_6_T_50.cnf,benchmarks/SC23_Timetable_C_473_E_49_Cl_32_D_6_T_50.cnf,SAT,34.77388024330139,10.0,False,False,215775.0,11695377.0,120471060.0,511.0,250975.0,815307.0,34.3493,,,,,,,,,,,,,,,,,,25497689.0,0.040652
cadical,asconhashv12_opt64_H4_M2-LOD9_m0_2_U19.c.cnf,benchmarks/asconhashv12_opt64_H4_M2-LOD9_m0_2_U19.c.cnf,UNSAT,284.3938477039337,20.0,False,False,1779941.0,60700592.0,1033900652.0,236529.0,,,,1565271.0,1266323.0,133353.0,211722.0,5912.0,283.77,284.36,161.4,20.0,,,,,,,,,,
glucose,asconhashv12_opt64_H4_M2-LOD9_m0_2_U19.c.cnf,benchmarks/asconhashv12_opt64_H4_M2-LOD9_m0_2_U19.c.cnf,UNSAT,101.13578224182127,20.0,False,False,568214.0,2868948.0,681720858.0,4217.0,126995.0,296493.0,100.143,,,,,,,,,,2397.0,20.0,462266.0,49.0,1497.0,209.0,32.0,157.0,,
maplesat,asconhashv12_opt64_H4_M2-LOD9_m0_2_U19.c.cnf,benchmarks/asconhashv12_opt64_H4_M2-LOD9_m0_2_U19.c.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,ER_500_10_5.apx_2_DC-ST.cnf,benchmarks/ER_500_10_5.apx_2_DC-ST.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,ER_500_10_5.apx_2_DC-ST.cnf,benchmarks/ER_500_10_5.apx_2_DC-ST.cnf,TIMEOUT,300.0,,True,False,,,,,1002.0,38877.0,,,,,,,,,,,,,,,,,,,,
maplesat,ER_500_10_5.apx_2_DC-ST.cnf,benchmarks/ER_500_10_5.apx_2_DC-ST.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,qwh.40.560.shuffled-as.sat03-1654.cnf,benchmarks/qwh.40.560.shuffled-as.sat03-1654.cnf,SAT,8.404396772384644,10.0,False,False,84228.0,545985.0,38049785.0,2788.0,,,,80429.0,58810.0,1845.0,4601.0,863.0,8.3,8.39,68.0,10.0,,,,,,,,,,
glucose,qwh.40.560.shuffled-as.sat03-1654.cnf,benchmarks/qwh.40.560.shuffled-as.sat03-1654.cnf,SAT,85.40147614479065,10.0,False,False,801887.0,2873793.0,192823321.0,6076.0,3100.0,26345.0,84.7526,,,,,,,,,,0.0,24.0,706399.0,137.0,192.0,115.0,0.0,1482.0,,
maplesat,qwh.40.560.shuffled-as.sat03-1654.cnf,benchmarks/qwh.40.560.shuffled-as.sat03-1654.cnf,SAT,24.849884271621704,10.0,False,False,325007.0,533628.0,112752302.0,766.0,3100.0,26345.0,24.5393,,,,,,,,,,,,,,,,,,48983786.0,0.115746
cadical,php17-mixed-15percent-blocked.cnf,benchmarks/php17-mixed-15percent-blocked.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,php17-mixed-15percent-blocked.cnf,benchmarks/php17-mixed-15percent-blocked.cnf,TIMEOUT,300.0,,True,False,,,,,460.0,4494.0,,,,,,,,,,,,,,,,,,,,
maplesat,php17-mixed-15percent-blocked.cnf,benchmarks/php17-mixed-15percent-blocked.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,satcoin-genesis-UNSAT-9880.cnf,benchmarks/satcoin-genesis-UNSAT-9880.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,satcoin-genesis-UNSAT-9880.cnf,benchmarks/satcoin-genesis-UNSAT-9880.cnf,TIMEOUT,300.0,,True,False,,,,,141429.0,646015.0,,,,,,,,,,,,,,,,,,,,
maplesat,satcoin-genesis-UNSAT-9880.cnf,benchmarks/satcoin-genesis-UNSAT-9880.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,spg_200_307.cnf,benchmarks/spg_200_307.cnf,UNSAT,56.76341271400452,20.0,False,False,281870.0,1360465.0,99384628.0,8302.0,,,,268550.0,143919.0,152165.0,96615.0,,56.22,56.68,493.07,20.0,,,,,,,,,,
glucose,spg_200_307.cnf,benchmarks/spg_200_307.cnf,UNSAT,101.06542468070984,20.0,False,False,683907.0,2932740.0,523590048.0,3328.0,321487.0,1576009.0,99.7636,,,,,,,,,,4571.0,17.0,468853.0,13.0,66966.0,1360.0,18.0,3298.0,,
maplesat,spg_200_307.cnf,benchmarks/spg_200_307.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,6s165.cnf,benchmarks/6s165.cnf,UNSAT,23.337735652923584,20.0,False,False,22276.0,66429.0,1691429.0,1217.0,,,,20548.0,11580.0,3242.0,2763.0,845.0,0.88,23.14,68.0,20.0,,,,,,,,,,
glucose,6s165.cnf,benchmarks/6s165.cnf,UNSAT,6.207250356674194,20.0,False,False,198371.0,254521.0,16211276.0,387.0,3098.0,8994.0,6.16185,,,,,,,,,,1355.0,12.0,157976.0,19.0,1056.0,271.0,17.0,3894.0,,
maplesat,6s165.cnf,benchmarks/6s165.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,28_2.cnf,benchmarks/28_2.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,28_2.cnf,benchmarks/28_2.cnf,TIMEOUT,300.0,,True,False,,,,,4608.0,15296.0,,,,,,,,,,,,,,,,,,,,
maplesat,28_2.cnf,benchmarks/28_2.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,tseitin_d3_n110000.cnf,benchmarks/tseitin_d3_n110000.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,tseitin_d3_n110000.cnf,benchmarks/tseitin_d3_n110000.cnf,TIMEOUT,300.0,,True,False,,,,,165000.0,440000.0,,,,,,,,,,,,,,,,,,,,
maplesat,tseitin_d3_n110000.cnf,benchmarks/tseitin_d3_n110000.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,DivS_568_11.cnf.sanitized.cnf,benchmarks/DivS_568_11.cnf.sanitized.cnf,SAT,5.32535195350647,10.0,False,False,21017.0,174574.0,223836.0,71.0,,,,7367.0,2676.0,18360.0,14887.0,,5.24,5.3,182.14,10.0,,,,,,,,,,
glucose,DivS_568_11.cnf.sanitized.cnf,benchmarks/DivS_568_11.cnf.sanitized.cnf,SAT,53.593796253204346,10.0,False,False,0.0,1.0,568.0,1.0,568.0,553495.0,52.9343,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
maplesat,DivS_568_11.cnf.sanitized.cnf,benchmarks/DivS_568_11.cnf.sanitized.cnf,SAT,88.62517166137695,10.0,False,False,0.0,1.0,568.0,1.0,568.0,553495.0,87.3787,,,,,,,,,,,,,,,,,,0.0,
cadical,ER_400_20_4.apx_1_DC-ST.cnf,benchmarks/ER_400_20_4.apx_1_DC-ST.cnf,UNSAT,231.1954345703125,20.0,False,False,7606883.0,10000552.0,302909331.0,207761.0,,,,7367355.0,2975674.0,3896295.0,596462.0,141731.0,229.1,231.18,68.0,20.0,,,,,,,,,,
glucose,ER_400_20_4.apx_1_DC-ST.cnf,benchmarks/ER_400_20_4.apx_1_DC-ST.cnf,TIMEOUT,300.0,,True,False,,,,,802.0,49551.0,,,,,,,,,,,,,,,,,,,,
maplesat,ER_400_20_4.apx_1_DC-ST.cnf,benchmarks/ER_400_20_4.apx_1_DC-ST.cnf,UNSAT,202.0018916130066,20.0,False,False,2322312.0,3212619.0,126524539.0,4095.0,802.0,49551.0,200.27,,,,,,,,,,,,,,,,,,169097094.0,0.14907
cadical,hash_table_find_safety_size_26.cnf,benchmarks/hash_table_find_safety_size_26.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,hash_table_find_safety_size_26.cnf,benchmarks/hash_table_find_safety_size_26.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
maplesat,hash_table_find_safety_size_26.cnf,benchmarks/hash_table_find_safety_size_26.cnf,UNSAT,195.9401466846466,20.0,False,False,15185.0,2036089.0,457389014.0,62.0,16990686.0,68433090.0,191.244,,,,,,,,,,,,,,,,,,2625212.0,0.003095
cadical,posixpath__joinrealpath_13.cnf,benchmarks/posixpath__joinrealpath_13.cnf,UNSAT,31.196977615356445,20.0,False,False,1170634.0,1324488.0,35802186.0,27546.0,,,,1149950.0,451350.0,610751.0,62388.0,3416.0,31.0,31.19,68.0,20.0,,,,,,,,,,
glucose,posixpath__joinrealpath_13.cnf,benchmarks/posixpath__joinrealpath_13.cnf,TIMEOUT,300.0,,True,False,,,,,351.0,4291.0,,,,,,,,,,,,,,,,,,,,
maplesat,posixpath__joinrealpath_13.cnf,benchmarks/posixpath__joinrealpath_13.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,Urquhart-s3-b3.shuffled-as.sat03-1556.cnf,benchmarks/Urquhart-s3-b3.shuffled-as.sat03-1556.cnf,UNSAT,1.0108325481414795,20.0,False,False,132684.0,165417.0,477331.0,2770.0,,,,107012.0,15158.0,75580.0,29467.0,3059.0,0.99,1.0,68.0,20.0,,,,,,,,,,
glucose,Urquhart-s3-b3.shuffled-as.sat03-1556.cnf,benchmarks/Urquhart-s3-b3.shuffled-as.sat03-1556.cnf,UNSAT,2.1341888904571533,20.0,False,False,447740.0,604385.0,2142802.0,70.0,45.0,376.0,2.10571,,,,,,,,,,775.0,181.0,402485.0,12.0,148.0,126.0,17.0,80.0,,
maplesat,Urquhart-s3-b3.shuffled-as.sat03-1556.cnf,benchmarks/Urquhart-s3-b3.shuffled-as.sat03-1556.cnf,UNSAT,1.8771193027496336,20.0,False,False,278961.0,391078.0,1563046.0,655.0,45.0,376.0,1.84808,,,,,,,,,,,,,,,,,,3472757.0,0.813679
cadical,SC23_Timetable_C_473_E_46_Cl_32_D_6_T_50.cnf,benchmarks/SC23_Timetable_C_473_E_46_Cl_32_D_6_T_50.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,SC23_Timetable_C_473_E_46_Cl_32_D_6_T_50.cnf,benchmarks/SC23_Timetable_C_473_E_46_Cl_32_D_6_T_50.cnf,TIMEOUT,300.0,,True,False,,,,,249040.0,803432.0,,,,,,,,,,,,,,,,,,,,
maplesat,SC23_Timetable_C_473_E_46_Cl_32_D_6_T_50.cnf,benchmarks/SC23_Timetable_C_473_E_46_Cl_32_D_6_T_50.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,satcoin-genesis-UNSAT-9080.cnf,benchmarks/satcoin-genesis-UNSAT-9080.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,satcoin-genesis-UNSAT-9080.cnf,benchmarks/satcoin-genesis-UNSAT-9080.cnf,TIMEOUT,300.0,,True,False,,,,,141429.0,646015.0,,,,,,,,,,,,,,,,,,,,
maplesat,satcoin-genesis-UNSAT-9080.cnf,benchmarks/satcoin-genesis-UNSAT-9080.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,REGRandom-K3-L3-Seed10.cnf,benchmarks/REGRandom-K3-L3-Seed10.cnf,UNSAT,5.242814779281616,20.0,False,False,132688.0,1193453.0,4468679.0,1824.0,,,,117965.0,12972.0,79870.0,6935.0,9687.0,5.05,5.18,79.72,20.0,,,,,,,,,,
glucose,REGRandom-K3-L3-Seed10.cnf,benchmarks/REGRandom-K3-L3-Seed10.cnf,UNSAT,72.15247321128845,20.0,False,False,3250724.0,13707201.0,55780379.0,9904.0,4608.0,474496.0,71.086,,,,,,,,,,4864.0,61.0,2783068.0,99.0,555.0,437.0,336.0,15302.0,,
