solver,instance,path,status,runtime_sec,returncode,timeout,killed,conflicts,decisions,propagations,restarts,variables,clauses,cpu_time_reported,learned_clauses,reduced,subsumed,strengthened,vivified,process_time_reported,real_time_reported,memory_reported_mb,exit_code_reported,blocked_restarts,reduce_db_calls,removed_clauses,avg_learnt_size,learnts_dl2,learnts_size2,learnts_size1,reduced_clauses,conflict_literals,actual_reward
glucose,goldberg03:hard_eq_check:i10mul.miter.used-as.sat04-333.cnf,benchmarks/goldberg03:hard_eq_check:i10mul.miter.used-as.sat04-333.cnf,UNSAT,14.168153524398804,20.0,False,False,208236.0,2492980.0,111080766.0,1038.0,12998.0,77941.0,14.0463,,,,,,,,,,1311.0,10.0,144461.0,21.0,8445.0,3231.0,452.0,5397.0,,
maplesat,goldberg03:hard_eq_check:i10mul.miter.used-as.sat04-333.cnf,benchmarks/goldberg03:hard_eq_check:i10mul.miter.used-as.sat04-333.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,satcoin-genesis-UNSAT-10600.cnf,benchmarks/satcoin-genesis-UNSAT-10600.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,satcoin-genesis-UNSAT-10600.cnf,benchmarks/satcoin-genesis-UNSAT-10600.cnf,TIMEOUT,300.0,,True,False,,,,,134781.0,648661.0,,,,,,,,,,,,,,,,,,,,
maplesat,satcoin-genesis-UNSAT-10600.cnf,benchmarks/satcoin-genesis-UNSAT-10600.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,par32-4.shuffled.cnf,benchmarks/par32-4.shuffled.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,par32-4.shuffled.cnf,benchmarks/par32-4.shuffled.cnf,TIMEOUT,300.0,,True,False,,,,,3176.0,9869.0,,,,,,,,,,,,,,,,,,,,
maplesat,par32-4.shuffled.cnf,benchmarks/par32-4.shuffled.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,SCPC-800-41.cnf,benchmarks/SCPC-800-41.cnf,SAT,13.038963317871094,10.0,False,False,276046.0,347776.0,18822906.0,2343.0,,,,268317.0,124966.0,105675.0,53405.0,989.0,12.92,13.03,68.0,10.0,,,,,,,,,,
glucose,SCPC-800-41.cnf,benchmarks/SCPC-800-41.cnf,TIMEOUT,300.0,,True,False,,,,,800.0,33540.0,,,,,,,,,,,,,,,,,,,,
maplesat,SCPC-800-41.cnf,benchmarks/SCPC-800-41.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,Urquhart-s5-b4.shuffled.cnf,benchmarks/Urquhart-s5-b4.shuffled.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,Urquhart-s5-b4.shuffled.cnf,benchmarks/Urquhart-s5-b4.shuffled.cnf,TIMEOUT,300.0,,True,False,,,,,114.0,888.0,,,,,,,,,,,,,,,,,,,,
maplesat,Urquhart-s5-b4.shuffled.cnf,benchmarks/Urquhart-s5-b4.shuffled.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,6s166.cnf,benchmarks/6s166.cnf,UNSAT,3.270519733428955,20.0,False,False,78832.0,193235.0,10799689.0,2655.0,,,,74976.0,48236.0,11686.0,9006.0,2985.0,3.2,3.23,69.51,20.0,,,,,,,,,,
glucose,6s166.cnf,benchmarks/6s166.cnf,UNSAT,20.808181762695312,20.0,False,False,500388.0,639836.0,72763216.0,1006.0,5448.0,15993.0,20.5783,,,,,,,,,,3521.0,19.0,413121.0,25.0,1901.0,451.0,12.0,5820.0,,
maplesat,6s166.cnf,benchmarks/6s166.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,intervals788.cnf,benchmarks/intervals788.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,intervals788.cnf,benchmarks/intervals788.cnf,TIMEOUT,300.0,,True,False,,,,,2449.0,52707.0,,,,,,,,,,,,,,,,,,,,
maplesat,intervals788.cnf,benchmarks/intervals788.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,preimage_80r_490m_160h_seed_150.cnf,benchmarks/preimage_80r_490m_160h_seed_150.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,preimage_80r_490m_160h_seed_150.cnf,benchmarks/preimage_80r_490m_160h_seed_150.cnf,TIMEOUT,300.0,,True,False,,,,,56108.0,207941.0,,,,,,,,,,,,,,,,,,,,
maplesat,preimage_80r_490m_160h_seed_150.cnf,benchmarks/preimage_80r_490m_160h_seed_150.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,10pipe_q0_k.cnf,benchmarks/10pipe_q0_k.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,10pipe_q0_k.cnf,benchmarks/10pipe_q0_k.cnf,UNSAT,95.04489064216614,20.0,False,False,1333836.0,12741042.0,1417869233.0,3760.0,77639.0,2082016.0,93.6677,,,,,,,,,,6696.0,33.0,841522.0,44.0,5487.0,4673.0,97.0,6149.0,,
maplesat,10pipe_q0_k.cnf,benchmarks/10pipe_q0_k.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,iso-icl004.shuffled-as.sat05-3238.cnf,benchmarks/iso-icl004.shuffled-as.sat05-3238.cnf,UNSAT,0.0227384567260742,20.0,False,False,,,540.0,,,,,,,1564.0,,,0.01,0.01,67.0,20.0,,,,,,,,,,
glucose,iso-icl004.shuffled-as.sat05-3238.cnf,benchmarks/iso-icl004.shuffled-as.sat05-3238.cnf,UNSAT,0.0202782154083251,20.0,False,False,11.0,12.0,759.0,1.0,1000.0,7393.0,0.008172,,,,,,,,,,0.0,0.0,0.0,1.0,2.0,2.0,8.0,0.0,,
maplesat,iso-icl004.shuffled-as.sat05-3238.cnf,benchmarks/iso-icl004.shuffled-as.sat05-3238.cnf,UNSAT,0.0246877670288085,20.0,False,False,11.0,12.0,1074.0,1.0,1000.0,7393.0,0.011086,,,,,,,,,,,,,,,,,,15.0,0.167909
cadical,lisa19_99_a.shuffled.cnf,benchmarks/lisa19_99_a.shuffled.cnf,SAT,3.5048253536224365,10.0,False,False,63361.0,116082.0,13976658.0,3286.0,,,,62101.0,45522.0,8525.0,4237.0,1438.0,3.46,3.5,68.0,10.0,,,,,,,,,,
glucose,lisa19_99_a.shuffled.cnf,benchmarks/lisa19_99_a.shuffled.cnf,SAT,1.3349077701568604,10.0,False,False,28217.0,37228.0,4963760.0,89.0,1201.0,6428.0,1.31244,,,,,,,,,,2.0,4.0,16185.0,35.0,624.0,163.0,2.0,722.0,,
maplesat,lisa19_99_a.shuffled.cnf,benchmarks/lisa19_99_a.shuffled.cnf,SAT,3.1616768836975098,10.0,False,False,66946.0,85868.0,13056328.0,205.0,1201.0,6428.0,3.12014,,,,,,,,,,,,,,,,,,2441157.0,0.239353
cadical,satcoin-genesis-UNSAT-17800.cnf,benchmarks/satcoin-genesis-UNSAT-17800.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,satcoin-genesis-UNSAT-17800.cnf,benchmarks/satcoin-genesis-UNSAT-17800.cnf,TIMEOUT,300.0,,True,False,,,,,134781.0,648661.0,,,,,,,,,,,,,,,,,,,,
maplesat,satcoin-genesis-UNSAT-17800.cnf,benchmarks/satcoin-genesis-UNSAT-17800.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,intervals718.cnf,benchmarks/intervals718.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,intervals718.cnf,benchmarks/intervals718.cnf,TIMEOUT,300.0,,True,False,,,,,2867.0,71029.0,,,,,,,,,,,,,,,,,,,,
maplesat,intervals718.cnf,benchmarks/intervals718.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,FileObject_open_12.cnf,benchmarks/FileObject_open_12.cnf,UNSAT,1.1888017654418943,20.0,False,False,56902.0,62663.0,1763544.0,731.0,,,,55855.0,9686.0,31117.0,2270.0,303.0,1.16,1.18,67.0,20.0,,,,,,,,,,
glucose,FileObject_open_12.cnf,benchmarks/FileObject_open_12.cnf,TIMEOUT,300.0,,True,False,,,,,228.0,1915.0,,,,,,,,,,,,,,,,,,,,
maplesat,FileObject_open_12.cnf,benchmarks/FileObject_open_12.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,grs-128-32.cnf,benchmarks/grs-128-32.cnf,UNSAT,53.07389450073242,20.0,False,False,463850.0,1949325.0,333895197.0,14077.0,,,,441039.0,247192.0,136891.0,121428.0,3964.0,52.52,53.05,112.21,20.0,,,,,,,,,,
glucose,grs-128-32.cnf,benchmarks/grs-128-32.cnf,UNSAT,100.56669282913208,20.0,False,False,1364228.0,3214086.0,656398717.0,1255.0,94810.0,279158.0,99.5917,,,,,,,,,,6659.0,32.0,1171502.0,29.0,1233.0,489.0,30.0,831.0,,
maplesat,grs-128-32.cnf,benchmarks/grs-128-32.cnf,UNSAT,244.8926441669464,20.0,False,False,2204375.0,6338346.0,1417660105.0,4094.0,94810.0,279158.0,242.559,,,,,,,,,,,,,,,,,,73395940.0,0.125311
cadical,satcoin-genesis-UNSAT-18800.cnf,benchmarks/satcoin-genesis-UNSAT-18800.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,satcoin-genesis-UNSAT-18800.cnf,benchmarks/satcoin-genesis-UNSAT-18800.cnf,TIMEOUT,300.0,,True,False,,,,,134781.0,648661.0,,,,,,,,,,,,,,,,,,,,
maplesat,satcoin-genesis-UNSAT-18800.cnf,benchmarks/satcoin-genesis-UNSAT-18800.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,5col100_15_6.shuffled.cnf,benchmarks/5col100_15_6.shuffled.cnf,UNSAT,4.5860559940338135,20.0,False,False,141102.0,205734.0,7230397.0,5120.0,,,,138511.0,86133.0,35171.0,11362.0,1202.0,4.46,4.52,67.0,20.0,,,,,,,,,,
glucose,5col100_15_6.shuffled.cnf,benchmarks/5col100_15_6.shuffled.cnf,UNSAT,47.44646167755127,20.0,False,False,755327.0,855538.0,31324565.0,493.0,300.0,3973.0,46.876,,,,,,,,,,5240.0,23.0,637481.0,17.0,855.0,89.0,15.0,2776.0,,
maplesat,5col100_15_6.shuffled.cnf,benchmarks/5col100_15_6.shuffled.cnf,UNSAT,7.448723316192627,20.0,False,False,300764.0,349129.0,14331593.0,731.0,300.0,3973.0,7.35312,,,,,,,,,,,,,,,,,,5015740.0,0.281014
cadical,asconhashv12_opt64_H7_M2-gHvzZOd_m3_4_U11.c.cnf,benchmarks/asconhashv12_opt64_H7_M2-gHvzZOd_m3_4_U11.c.cnf,UNSAT,275.9257490634918,20.0,False,False,1686313.0,59093070.0,851345806.0,228878.0,,,,1490945.0,1233424.0,104026.0,190836.0,6010.0,273.2,275.83,156.27,20.0,,,,,,,,,,
glucose,asconhashv12_opt64_H7_M2-gHvzZOd_m3_4_U11.c.cnf,benchmarks/asconhashv12_opt64_H7_M2-gHvzZOd_m3_4_U11.c.cnf,UNSAT,167.98725605010986,20.0,False,False,670499.0,2953112.0,978561118.0,3734.0,127091.0,296682.0,166.383,,,,,,,,,,3963.0,22.0,567243.0,43.0,1550.0,232.0,30.0,182.0,,
maplesat,asconhashv12_opt64_H7_M2-gHvzZOd_m3_4_U11.c.cnf,benchmarks/asconhashv12_opt64_H7_M2-gHvzZOd_m3_4_U11.c.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,os_fwalk_12.cnf,benchmarks/os_fwalk_12.cnf,UNSAT,1.030644178390503,20.0,False,False,43583.0,48177.0,1726845.0,367.0,,,,42682.0,7326.0,23802.0,1563.0,306.0,0.95,0.96,67.0,20.0,,,,,,,,,,
glucose,os_fwalk_12.cnf,benchmarks/os_fwalk_12.cnf,TIMEOUT,300.0,,True,False,,,,,288.0,3240.0,,,,,,,,,,,,,,,,,,,,
maplesat,os_fwalk_12.cnf,benchmarks/os_fwalk_12.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,ContextModel_output_6_3_8.bul_.dimacs.cnf,benchmarks/ContextModel_output_6_3_8.bul_.dimacs.cnf,SAT,197.74112224578855,10.0,False,False,2222499.0,8148883.0,355709106.0,100428.0,,,,2173413.0,1520754.0,541840.0,93372.0,9790.0,196.06,197.73,68.0,10.0,,,,,,,,,,
glucose,ContextModel_output_6_3_8.bul_.dimacs.cnf,benchmarks/ContextModel_output_6_3_8.bul_.dimacs.cnf,TIMEOUT,300.0,,True,False,,,,,9000.0,45005.0,,,,,,,,,,,,,,,,,,,,
maplesat,ContextModel_output_6_3_8.bul_.dimacs.cnf,benchmarks/ContextModel_output_6_3_8.bul_.dimacs.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,PRP_100_400.cnf,benchmarks/PRP_100_400.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,PRP_100_400.cnf,benchmarks/PRP_100_400.cnf,TIMEOUT,300.0,,True,False,,,,,6304083.0,37860738.0,,,,,,,,,,,,,,,,,,,,
maplesat,PRP_100_400.cnf,benchmarks/PRP_100_400.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,SCPC-800-44.cnf,benchmarks/SCPC-800-44.cnf,SAT,13.638708114624023,10.0,False,False,276045.0,350702.0,19211835.0,2337.0,,,,268314.0,131125.0,99816.0,51376.0,869.0,13.49,13.63,67.0,10.0,,,,,,,,,,
glucose,SCPC-800-44.cnf,benchmarks/SCPC-800-44.cnf,TIMEOUT,300.0,,True,False,,,,,800.0,33695.0,,,,,,,,,,,,,,,,,,,,
maplesat,SCPC-800-44.cnf,benchmarks/SCPC-800-44.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,php18-mixed-15percent-blocked.cnf,benchmarks/php18-mixed-15percent-blocked.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,php18-mixed-15percent-blocked.cnf,benchmarks/php18-mixed-15percent-blocked.cnf,TIMEOUT,300.0,,True,False,,,,,526.0,5477.0,,,,,,,,,,,,,,,,,,,,
maplesat,php18-mixed-15percent-blocked.cnf,benchmarks/php18-mixed-15percent-blocked.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,DLTM_twitter690_74_16.cnf,benchmarks/DLTM_twitter690_74_16.cnf,SAT,267.9846839904785,10.0,False,False,618401.0,1777025.0,1667931697.0,28506.0,,,,600616.0,472524.0,68255.0,10437.0,10703.0,265.58,267.87,104.26,10.0,,,,,,,,,,
glucose,DLTM_twitter690_74_16.cnf,benchmarks/DLTM_twitter690_74_16.cnf,SAT,92.52519941329956,10.0,False,False,300746.0,472019.0,667738750.0,843.0,34886.0,217178.0,91.52,,,,,,,,,,2705.0,14.0,229736.0,34.0,3545.0,2515.0,2.0,192.0,,
maplesat,DLTM_twitter690_74_16.cnf,benchmarks/DLTM_twitter690_74_16.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,c880_gr_rcs_w7.shuffled.cnf,benchmarks/c880_gr_rcs_w7.shuffled.cnf,SAT,0.2891340255737304,10.0,False,False,184.0,4168.0,58504.0,3.0,,,,175.0,,87.0,47.0,,0.24,0.28,68.0,10.0,,,,,,,,,,
glucose,c880_gr_rcs_w7.shuffled.cnf,benchmarks/c880_gr_rcs_w7.shuffled.cnf,SAT,0.2227113246917724,10.0,False,False,771.0,2224.0,124039.0,2.0,4592.0,61745.0,0.167747,,,,,,,,,,0.0,0.0,0.0,50.0,0.0,0.0,0.0,3.0,,
maplesat,c880_gr_rcs_w7.shuffled.cnf,benchmarks/c880_gr_rcs_w7.shuffled.cnf,SAT,0.1006538867950439,10.0,False,False,155.0,1167.0,34203.0,2.0,4592.0,61745.0,0.087005,,,,,,,,,,,,,,,,,,5255.0,0.050006
cadical,26_1.cnf,benchmarks/26_1.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,26_1.cnf,benchmarks/26_1.cnf,TIMEOUT,300.0,,True,False,,,,,4288.0,14208.0,,,,,,,,,,,,,,,,,,,,
maplesat,26_1.cnf,benchmarks/26_1.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,satch2ways15u.cnf,benchmarks/satch2ways15u.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,satch2ways15u.cnf,benchmarks/satch2ways15u.cnf,TIMEOUT,300.0,,True,False,,,,,15195.0,46499.0,,,,,,,,,,,,,,,,,,,,
maplesat,satch2ways15u.cnf,benchmarks/satch2ways15u.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,TableSymModel_output_6_4_6.bul_.dimacs.cnf,benchmarks/TableSymModel_output_6_4_6.bul_.dimacs.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,TableSymModel_output_6_4_6.bul_.dimacs.cnf,benchmarks/TableSymModel_output_6_4_6.bul_.dimacs.cnf,TIMEOUT,300.0,,True,False,,,,,5976.0,52664.0,,,,,,,,,,,,,,,,,,,,
maplesat,TableSymModel_output_6_4_6.bul_.dimacs.cnf,benchmarks/TableSymModel_output_6_4_6.bul_.dimacs.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,ER_400_20_7.apx_1_DC-ST.cnf,benchmarks/ER_400_20_7.apx_1_DC-ST.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,ER_400_20_7.apx_1_DC-ST.cnf,benchmarks/ER_400_20_7.apx_1_DC-ST.cnf,TIMEOUT,300.0,,True,False,,,,,802.0,48438.0,,,,,,,,,,,,,,,,,,,,
maplesat,ER_400_20_7.apx_1_DC-ST.cnf,benchmarks/ER_400_20_7.apx_1_DC-ST.cnf,UNSAT,267.58262276649475,20.0,False,False,3007457.0,4122124.0,170939844.0,5242.0,802.0,48438.0,265.591,,,,,,,,,,,,,,,,,,208146073.0,0.146527
cadical,SC23_Timetable_C_481_E_51_Cl_32_D_6_T_50.cnf,benchmarks/SC23_Timetable_C_481_E_51_Cl_32_D_6_T_50.cnf,SAT,113.5568585395813,10.0,False,False,552623.0,29774966.0,387815293.0,23415.0,,,,526059.0,372568.0,130851.0,174334.0,12215.0,112.11,113.5,272.63,10.0,,,,,,,,,,
glucose,SC23_Timetable_C_481_E_51_Cl_32_D_6_T_50.cnf,benchmarks/SC23_Timetable_C_481_E_51_Cl_32_D_6_T_50.cnf,SAT,265.4033799171448,10.0,False,False,2049365.0,84775316.0,966161413.0,24406.0,249051.0,802440.0,262.354,,,,,,,,,,2567.0,39.0,1906266.0,101.0,4929.0,2565.0,27.0,5872.0,,
maplesat,SC23_Timetable_C_481_E_51_Cl_32_D_6_T_50.cnf,benchmarks/SC23_Timetable_C_481_E_51_Cl_32_D_6_T_50.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,DivS_942_11.cnf.sanitized.cnf,benchmarks/DivS_942_11.cnf.sanitized.cnf,SAT,7.51041579246521,10.0,False,False,21029.0,286556.0,340815.0,36.0,,,,7057.0,2299.0,19024.0,16293.0,,7.34,7.48,302.83,10.0,,,,,,,,,,
glucose,DivS_942_11.cnf.sanitized.cnf,benchmarks/DivS_942_11.cnf.sanitized.cnf,SAT,148.89956426620483,10.0,False,False,0.0,1.0,942.0,1.0,942.0,936584.0,147.435,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
maplesat,DivS_942_11.cnf.sanitized.cnf,benchmarks/DivS_942_11.cnf.sanitized.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,SGI_30_70_27_50_3-dir.shuffled-as.sat03-169.cnf,benchmarks/SGI_30_70_27_50_3-dir.shuffled-as.sat03-169.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,SGI_30_70_27_50_3-dir.shuffled-as.sat03-169.cnf,benchmarks/SGI_30_70_27_50_3-dir.shuffled-as.sat03-169.cnf,TIMEOUT,300.0,,True,False,,,,,810.0,68270.0,,,,,,,,,,,,,,,,,,,,
maplesat,SGI_30_70_27_50_3-dir.shuffled-as.sat03-169.cnf,benchmarks/SGI_30_70_27_50_3-dir.shuffled-as.sat03-169.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,hash_table_find_safety_size_23.cnf,benchmarks/hash_table_find_safety_size_23.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,hash_table_find_safety_size_23.cnf,benchmarks/hash_table_find_safety_size_23.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
maplesat,hash_table_find_safety_size_23.cnf,benchmarks/hash_table_find_safety_size_23.cnf,UNSAT,165.77336359024048,20.0,False,False,15387.0,1685952.0,418137855.0,62.0,14140522.0,56857195.0,160.132,,,,,,,,,,,,,,,,,,2746399.0,0.004658
cadical,DivU_624_11.cnf.sanitized.cnf,benchmarks/DivU_624_11.cnf.sanitized.cnf,UNSAT,12.155758619308472,20.0,False,False,84449.0,809039.0,1034630.0,330.0,,,,32034.0,12095.0,69572.0,55537.0,1269.0,11.99,12.13,201.98,20.0,,,,,,,,,,
glucose,DivU_624_11.cnf.sanitized.cnf,benchmarks/DivU_624_11.cnf.sanitized.cnf,UNSAT,135.19613337516785,20.0,False,False,0.0,0.0,348.0,0.0,624.0,612150.0,133.038,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
maplesat,DivU_624_11.cnf.sanitized.cnf,benchmarks/DivU_624_11.cnf.sanitized.cnf,UNSAT,79.49870419502258,20.0,False,False,0.0,0.0,347.0,0.0,624.0,612150.0,78.6042,,,,,,,,,,,,,,,,,,0.0,
cadical,31_1.cnf,benchmarks/31_1.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,31_1.cnf,benchmarks/31_1.cnf,TIMEOUT,300.0,,True,False,,,,,5088.0,16928.0,,,,,,,,,,,,,,,,,,,,
maplesat,31_1.cnf,benchmarks/31_1.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,or_randxor_k3_n520_m520.cnf,benchmarks/or_randxor_k3_n520_m520.cnf,UNSAT,1.396353244781494,20.0,False,False,50193.0,57490.0,4409462.0,941.0,,,,48921.0,21731.0,22735.0,5038.0,998.0,1.34,1.38,68.0,20.0,,,,,,,,,,
glucose,or_randxor_k3_n520_m520.cnf,benchmarks/or_randxor_k3_n520_m520.cnf,TIMEOUT,300.0,,True,False,,,,,1040.0,6991.0,,,,,,,,,,,,,,,,,,,,
maplesat,or_randxor_k3_n520_m520.cnf,benchmarks/or_randxor_k3_n520_m520.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,satcoin-genesis-UNSAT-17400.cnf,benchmarks/satcoin-genesis-UNSAT-17400.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,satcoin-genesis-UNSAT-17400.cnf,benchmarks/satcoin-genesis-UNSAT-17400.cnf,TIMEOUT,300.0,,True,False,,,,,134781.0,648661.0,,,,,,,,,,,,,,,,,,,,
maplesat,satcoin-genesis-UNSAT-17400.cnf,benchmarks/satcoin-genesis-UNSAT-17400.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,SCPC-700-84.cnf,benchmarks/SCPC-700-84.cnf,SAT,29.077359676361084,10.0,False,False,666072.0,817230.0,32603595.0,5895.0,,,,647431.0,334826.0,234122.0,71575.0,1460.0,28.83,29.07,68.0,10.0,,,,,,,,,,
glucose,SCPC-700-84.cnf,benchmarks/SCPC-700-84.cnf,TIMEOUT,300.0,,True,False,,,,,700.0,27377.0,,,,,,,,,,,,,,,,,,,,
maplesat,SCPC-700-84.cnf,benchmarks/SCPC-700-84.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,TableModel_output_6_3_8.bul_.dimacs.cnf,benchmarks/TableModel_output_6_3_8.bul_.dimacs.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,TableModel_output_6_3_8.bul_.dimacs.cnf,benchmarks/TableModel_output_6_3_8.bul_.dimacs.cnf,TIMEOUT,300.0,,True,False,,,,,4680.0,39564.0,,,,,,,,,,,,,,,,,,,,
maplesat,TableModel_output_6_3_8.bul_.dimacs.cnf,benchmarks/TableModel_output_6_3_8.bul_.dimacs.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,SCPC-1000-18.cnf,benchmarks/SCPC-1000-18.cnf,SAT,32.68995904922485,10.0,False,False,703079.0,875084.0,49657314.0,4624.0,,,,684244.0,376064.0,244809.0,138474.0,2148.0,32.42,32.68,68.0,10.0,,,,,,,,,,
glucose,SCPC-1000-18.cnf,benchmarks/SCPC-1000-18.cnf,TIMEOUT,300.0,,True,False,,,,,1000.0,51003.0,,,,,,,,,,,,,,,,,,,,
maplesat,SCPC-1000-18.cnf,benchmarks/SCPC-1000-18.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,brent_69_0.3.cnf,benchmarks/brent_69_0.3.cnf,SAT,45.53688883781433,10.0,False,False,803269.0,10512956.0,160630327.0,20954.0,,,,668054.0,517303.0,44677.0,144988.0,8496.0,45.06,45.51,90.45,10.0,,,,,,,,,,
glucose,brent_69_0.3.cnf,benchmarks/brent_69_0.3.cnf,TIMEOUT,300.0,,True,False,,,,,81990.0,177986.0,,,,,,,,,,,,,,,,,,,,
maplesat,brent_69_0.3.cnf,benchmarks/brent_69_0.3.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
cadical,satcoin-genesis-UNSAT-11400.cnf,benchmarks/satcoin-genesis-UNSAT-11400.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
glucose,satcoin-genesis-UNSAT-11400.cnf,benchmarks/satcoin-genesis-UNSAT-11400.cnf,TIMEOUT,300.0,,True,False,,,,,134781.0,648661.0,,,,,,,,,,,,,,,,,,,,
maplesat,satcoin-genesis-UNSAT-11400.cnf,benchmarks/satcoin-genesis-UNSAT-11400.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,
