solver,instance,path,status,runtime_sec,returncode,timeout,killed,conflicts,decisions,propagations,restarts,variables,clauses,cpu_time_reported,learned_clauses,reduced,subsumed,strengthened,vivified,process_time_reported,real_time_reported,memory_reported_mb,exit_code_reported,blocked_restarts,reduce_db_calls,removed_clauses,avg_learnt_size,learnts_dl2,learnts_size2,learnts_size1,reduced_clauses,conflict_literals,actual_reward,category,decisions_per_conflict,conflicts_per_decision,decisions_per_second,restarts_per_conflict,conflicts_per_restart,restarts_per_second,learned_per_conflict,removed_per_conflict,reduced_per_conflict,propagations_per_conflict,propagations_per_decision
glucose,SCPC-700-88.cnf,benchmarks/SCPC-700-88.cnf,TIMEOUT,300.0,,True,False,,,,,700.0,27527.0,,,,,,,,,,,,,,,,,,,,,crafted,,,,,,,,,,,
maplesat,SCPC-700-88.cnf,benchmarks/SCPC-700-88.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,crafted,,,,,,,,,,,
cadical,ER_500_10_2.apx_1_DS-ST.cnf,benchmarks/ER_500_10_2.apx_1_DS-ST.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,crafted,,,,,,,,,,,
glucose,ER_500_10_2.apx_1_DS-ST.cnf,benchmarks/ER_500_10_2.apx_1_DS-ST.cnf,TIMEOUT,300.0,,True,False,,,,,1002.0,38697.0,,,,,,,,,,,,,,,,,,,,,crafted,,,,,,,,,,,
maplesat,ER_500_10_2.apx_1_DS-ST.cnf,benchmarks/ER_500_10_2.apx_1_DS-ST.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,crafted,,,,,,,,,,,
cadical,cliquecoloring_n18_k7_c6.cnf,benchmarks/cliquecoloring_n18_k7_c6.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,crafted,,,,,,,,,,,
glucose,cliquecoloring_n18_k7_c6.cnf,benchmarks/cliquecoloring_n18_k7_c6.cnf,TIMEOUT,300.0,,True,False,,,,,387.0,9088.0,,,,,,,,,,,,,,,,,,,,,crafted,,,,,,,,,,,
maplesat,cliquecoloring_n18_k7_c6.cnf,benchmarks/cliquecoloring_n18_k7_c6.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,crafted,,,,,,,,,,,
cadical,baseballcover13with25_and3positions.cnf,benchmarks/baseballcover13with25_and3positions.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,crafted,,,,,,,,,,,
glucose,baseballcover13with25_and3positions.cnf,benchmarks/baseballcover13with25_and3positions.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,crafted,,,,,,,,,,,
maplesat,baseballcover13with25_and3positions.cnf,benchmarks/baseballcover13with25_and3positions.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,crafted,,,,,,,,,,,
cadical,brent_69_0.cnf,benchmarks/brent_69_0.cnf,SAT,2.431681871414185,10.0,False,False,3499.0,113745.0,2770276.0,154.0,,,,2720.0,911.0,90.0,765.0,,2.32,2.4,118.46,10.0,,,,,,,,,,,crafted,32.50785938839668,0.030761791727108884,46776.26680411517,0.04401257502143469,22.72077922077922,63.33065266898533,0.7773649614175479,,,791.7336381823378,24.35514528111126
glucose,brent_69_0.cnf,benchmarks/brent_69_0.cnf,TIMEOUT,300.0,,True,False,,,,,82539.0,365958.0,,,,,,,,,,,,,,,,,,,,,crafted,,,,,,,,,,,
maplesat,brent_69_0.cnf,benchmarks/brent_69_0.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,crafted,,,,,,,,,,,
cadical,pbl-00070.shuffled-as.sat05-1324.shuffled-as.sat05-1324.cnf,benchmarks/pbl-00070.shuffled-as.sat05-1324.shuffled-as.sat05-1324.cnf,UNSAT,0.1946859359741211,20.0,False,False,8018.0,25871.0,63731.0,245.0,,,,6400.0,1978.0,1890.0,1545.0,,0.08,0.12,68.0,20.0,,,,,,,,,,,random,3.226615115989025,0.30992230683004135,132885.81874470346,0.03055624844100773,32.7265306122449,1258.4370759712554,0.798204040907957,,,7.9484908954851585,2.4634146341463414
glucose,pbl-00070.shuffled-as.sat05-1324.shuffled-as.sat05-1324.cnf,benchmarks/pbl-00070.shuffled-as.sat05-1324.shuffled-as.sat05-1324.cnf,UNSAT,0.0854389667510986,20.0,False,False,0.0,0.0,10.0,0.0,257.0,7374.0,0.06559,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,random,,,0.0,,,0.0,,,,,
maplesat,pbl-00070.shuffled-as.sat05-1324.shuffled-as.sat05-1324.cnf,benchmarks/pbl-00070.shuffled-as.sat05-1324.shuffled-as.sat05-1324.cnf,UNSAT,0.0787765979766845,20.0,False,False,0.0,0.0,10.0,0.0,257.0,7374.0,0.058825,,,,,,,,,,,,,,,,,,0.0,,random,,,0.0,,,0.0,,,,,
cadical,g2-slp-synthesis-aes-top29.cnf,benchmarks/g2-slp-synthesis-aes-top29.cnf,SAT,68.40258884429932,10.0,False,False,552354.0,2484570.0,479462847.0,32959.0,,,,535946.0,372950.0,98225.0,29030.0,8379.0,67.67,68.38,117.73,10.0,,,,,,,,,,,industrial,4.498147926872984,0.2223137202815779,36322.74804182451,0.05967006666014911,16.758821566188296,481.8384882335752,0.9702944126411686,,,868.0354392291899,192.97618783129474
glucose,g2-slp-synthesis-aes-top29.cnf,benchmarks/g2-slp-synthesis-aes-top29.cnf,TIMEOUT,300.0,,True,False,,,,,94998.0,284752.0,,,,,,,,,,,,,,,,,,,,,industrial,,,,,,,,,,,
maplesat,g2-slp-synthesis-aes-top29.cnf,benchmarks/g2-slp-synthesis-aes-top29.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,industrial,,,,,,,,,,,
cadical,grs-96-96.cnf,benchmarks/grs-96-96.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,crafted,,,,,,,,,,,
glucose,grs-96-96.cnf,benchmarks/grs-96-96.cnf,TIMEOUT,300.0,,True,False,,,,,259366.0,755670.0,,,,,,,,,,,,,,,,,,,,,crafted,,,,,,,,,,,
maplesat,grs-96-96.cnf,benchmarks/grs-96-96.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,crafted,,,,,,,,,,,
cadical,satcoin-genesis-UNSAT-18400.cnf,benchmarks/satcoin-genesis-UNSAT-18400.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,industrial,,,,,,,,,,,
glucose,satcoin-genesis-UNSAT-18400.cnf,benchmarks/satcoin-genesis-UNSAT-18400.cnf,TIMEOUT,300.0,,True,False,,,,,134781.0,648661.0,,,,,,,,,,,,,,,,,,,,,industrial,,,,,,,,,,,
maplesat,satcoin-genesis-UNSAT-18400.cnf,benchmarks/satcoin-genesis-UNSAT-18400.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,industrial,,,,,,,,,,,
cadical,iso-ukn004.shuffled-as.sat05-3385.cnf,benchmarks/iso-ukn004.shuffled-as.sat05-3385.cnf,SAT,0.0552899837493896,10.0,False,False,84.0,2556.0,8205.0,,,,,79.0,,1532.0,1946.0,,0.04,0.04,68.0,10.0,,,,,,,,,,,random,30.428571428571427,0.03286384976525822,46228.988085535806,,,,0.9404761904761905,,,97.67857142857143,3.210093896713615
glucose,iso-ukn004.shuffled-as.sat05-3385.cnf,benchmarks/iso-ukn004.shuffled-as.sat05-3385.cnf,SAT,0.0686945915222168,10.0,False,False,177.0,648.0,7119.0,1.0,1889.0,10295.0,0.018452,,,,,,,,,,0.0,0.0,0.0,8.0,14.0,6.0,4.0,41.0,,,random,3.6610169491525424,0.27314814814814814,9433.057037546074,0.005649717514124294,177.0,14.557186786336533,,0.0,0.23163841807909605,40.220338983050844,10.98611111111111
maplesat,iso-ukn004.shuffled-as.sat05-3385.cnf,benchmarks/iso-ukn004.shuffled-as.sat05-3385.cnf,SAT,0.0365667343139648,10.0,False,False,48.0,334.0,2237.0,1.0,1889.0,10295.0,0.019495,,,,,,,,,,,,,,,,,,435.0,0.21121,random,6.958333333333333,0.1437125748502994,9133.984925540526,0.020833333333333332,48.0,27.34726025610936,,,,46.604166666666664,6.697604790419161
cadical,hash_table_find_safety_size_27.cnf,benchmarks/hash_table_find_safety_size_27.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,industrial,,,,,,,,,,,
glucose,hash_table_find_safety_size_27.cnf,benchmarks/hash_table_find_safety_size_27.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,industrial,,,,,,,,,,,
maplesat,hash_table_find_safety_size_27.cnf,benchmarks/hash_table_find_safety_size_27.cnf,UNSAT,244.773161649704,20.0,False,False,15836.0,2132713.0,499519866.0,62.0,17997155.0,72523297.0,228.162,,,,,,,,,,,,,,,,,,2870143.0,0.002645,industrial,134.67498105582217,0.007425284133401916,8713.01814964557,0.003915130083354383,255.41935483870967,0.25329574362702595,,,,31543.310558221772,234.21804340293326
cadical,php15-mixed-15percent-blocked.cnf,benchmarks/php15-mixed-15percent-blocked.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,industrial,,,,,,,,,,,
glucose,php15-mixed-15percent-blocked.cnf,benchmarks/php15-mixed-15percent-blocked.cnf,TIMEOUT,300.0,,True,False,,,,,354.0,2938.0,,,,,,,,,,,,,,,,,,,,,industrial,,,,,,,,,,,
maplesat,php15-mixed-15percent-blocked.cnf,benchmarks/php15-mixed-15percent-blocked.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,industrial,,,,,,,,,,,
cadical,SC23_Timetable_C_476_E_50_Cl_32_D_6_T_50.cnf,benchmarks/SC23_Timetable_C_476_E_50_Cl_32_D_6_T_50.cnf,SAT,164.7002522945404,10.0,False,False,837260.0,33251694.0,516976228.0,45086.0,,,,803266.0,575744.0,195062.0,189149.0,20739.0,163.02,164.64,274.57,10.0,,,,,,,,,,,industrial,39.71489620906289,0.02517946905201281,201892.18617913587,0.053849461338174524,18.57028789424655,273.745785886052,0.9593985142010845,,,617.4619926904427,15.54736513574316
glucose,SC23_Timetable_C_476_E_50_Cl_32_D_6_T_50.cnf,benchmarks/SC23_Timetable_C_476_E_50_Cl_32_D_6_T_50.cnf,SAT,167.74588084220886,10.0,False,False,1516461.0,63287261.0,736843368.0,20587.0,248438.0,803529.0,165.913,,,,,,,,,,2017.0,33.0,1356039.0,96.0,4444.0,2401.0,15.0,5015.0,,,industrial,41.7335236448547,0.023961552072857127,377280.5667850141,0.013575687076687102,73.66109680866566,122.727305711699,,0.8942129075525187,0.0033070418560055288,485.8966818137756,11.642838643309275
maplesat,SC23_Timetable_C_476_E_50_Cl_32_D_6_T_50.cnf,benchmarks/SC23_Timetable_C_476_E_50_Cl_32_D_6_T_50.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,industrial,,,,,,,,,,,
cadical,SC23_Timetable_C_482_E_50_Cl_33_D_6_T_50.cnf,benchmarks/SC23_Timetable_C_482_E_50_Cl_33_D_6_T_50.cnf,SAT,110.50860714912416,10.0,False,False,470040.0,30950097.0,341539892.0,26349.0,,,,447611.0,289277.0,131675.0,197046.0,11642.0,109.48,110.45,291.17,10.0,,,,,,,,,,,industrial,65.8456663262701,0.01518702833144594,280069.5601767459,0.05605693132499362,17.83900717294774,238.43391641380242,0.9522827844438772,,,726.6187813803081,11.035180018983462
glucose,SC23_Timetable_C_482_E_50_Cl_33_D_6_T_50.cnf,benchmarks/SC23_Timetable_C_482_E_50_Cl_33_D_6_T_50.cnf,SAT,118.73303508758544,10.0,False,False,1217753.0,65563253.0,662612252.0,16190.0,248675.0,799427.0,117.251,,,,,,,,,,3247.0,30.0,1116058.0,83.0,4685.0,2546.0,22.0,5967.0,,,industrial,53.83953314013597,0.018573712320223038,552190.4914806242,0.013294978538340697,75.21636812847437,136.3563222994946,,0.9164896329551231,0.004900008458201294,544.1269715615564,10.10645783545853
maplesat,SC23_Timetable_C_482_E_50_Cl_33_D_6_T_50.cnf,benchmarks/SC23_Timetable_C_482_E_50_Cl_33_D_6_T_50.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,industrial,,,,,,,,,,,
cadical,stb_792_333.apx_1_DS-ST.cnf,benchmarks/stb_792_333.apx_1_DS-ST.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,crafted,,,,,,,,,,,
glucose,stb_792_333.apx_1_DS-ST.cnf,benchmarks/stb_792_333.apx_1_DS-ST.cnf,TIMEOUT,300.0,,True,False,,,,,1584.0,16869.0,,,,,,,,,,,,,,,,,,,,,crafted,,,,,,,,,,,
maplesat,stb_792_333.apx_1_DS-ST.cnf,benchmarks/stb_792_333.apx_1_DS-ST.cnf,SAT,297.7738721370697,10.0,False,False,3899204.0,4633480.0,749804017.0,6905.0,1584.0,16869.0,295.41,,,,,,,,,,,,,,,,,,145460359.0,0.093491,crafted,1.1883143328740944,0.8415281818417258,15560.398119372747,0.0017708742604900898,564.6928312816799,23.18873697831194,,,,192.29668850360227,161.82308265062113
cadical,hash_table_find_safety_size_22.cnf,benchmarks/hash_table_find_safety_size_22.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,industrial,,,,,,,,,,,
glucose,hash_table_find_safety_size_22.cnf,benchmarks/hash_table_find_safety_size_22.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,industrial,,,,,,,,,,,
maplesat,hash_table_find_safety_size_22.cnf,benchmarks/hash_table_find_safety_size_22.cnf,UNSAT,209.61981916427607,20.0,False,False,16065.0,1734733.0,534556739.0,63.0,13246826.0,53229976.0,203.716,,,,,,,,,,,,,,,,,,3783222.0,0.003609,industrial,107.98213507625272,0.00926079114192213,8275.615382725402,0.00392156862745098,255.0,0.3005441005109722,,,,33274.61805166511,308.1492881037024
cadical,satcoin-genesis-UNSAT-19500.cnf,benchmarks/satcoin-genesis-UNSAT-19500.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,industrial,,,,,,,,,,,
glucose,satcoin-genesis-UNSAT-19500.cnf,benchmarks/satcoin-genesis-UNSAT-19500.cnf,TIMEOUT,300.0,,True,False,,,,,134781.0,648661.0,,,,,,,,,,,,,,,,,,,,,industrial,,,,,,,,,,,
maplesat,satcoin-genesis-UNSAT-19500.cnf,benchmarks/satcoin-genesis-UNSAT-19500.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,industrial,,,,,,,,,,,
cadical,brent_51_0.07.cnf,benchmarks/brent_51_0.07.cnf,SAT,45.5117073059082,10.0,False,False,641914.0,8802188.0,180217514.0,20430.0,,,,555014.0,432480.0,31889.0,98134.0,6426.0,44.94,45.49,93.32,10.0,,,,,,,,,,,crafted,13.71241007362357,0.07292664051256346,193404.917570678,0.031826693295363556,31.420166421928535,448.89548666410576,0.8646236100162951,,,280.7502469178114,20.47417233078866
glucose,brent_51_0.07.cnf,benchmarks/brent_51_0.07.cnf,TIMEOUT,300.0,,True,False,,,,,60812.0,224931.0,,,,,,,,,,,,,,,,,,,,,crafted,,,,,,,,,,,
maplesat,brent_51_0.07.cnf,benchmarks/brent_51_0.07.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,crafted,,,,,,,,,,,
cadical,29_1.cnf,benchmarks/29_1.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,,,,,,,,,,,
glucose,29_1.cnf,benchmarks/29_1.cnf,TIMEOUT,300.0,,True,False,,,,,4768.0,15840.0,,,,,,,,,,,,,,,,,,,,,unknown,,,,,,,,,,,
maplesat,29_1.cnf,benchmarks/29_1.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,,,,,,,,,,,
cadical,WS_400_24_70_10.apx_1_DC-ST.cnf,benchmarks/WS_400_24_70_10.apx_1_DC-ST.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,crafted,,,,,,,,,,,
glucose,WS_400_24_70_10.apx_1_DC-ST.cnf,benchmarks/WS_400_24_70_10.apx_1_DC-ST.cnf,TIMEOUT,300.0,,True,False,,,,,800.0,15600.0,,,,,,,,,,,,,,,,,,,,,crafted,,,,,,,,,,,
maplesat,WS_400_24_70_10.apx_1_DC-ST.cnf,benchmarks/WS_400_24_70_10.apx_1_DC-ST.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,crafted,,,,,,,,,,,
cadical,instance_n6_i6_pp_ci_ce.cnf,benchmarks/instance_n6_i6_pp_ci_ce.cnf,SAT,6.236489295959473,10.0,False,False,99841.0,309388.0,28523672.0,6963.0,,,,95855.0,60938.0,19648.0,8046.0,2116.0,6.13,6.22,68.0,10.0,,,,,,,,,,,unknown,3.098807103294238,0.3227048237164984,49609.321096798456,0.06974088801193898,14.338790751113025,1116.4935382012477,0.9600765216694545,,,285.69096864013784,92.19385367241134
glucose,instance_n6_i6_pp_ci_ce.cnf,benchmarks/instance_n6_i6_pp_ci_ce.cnf,SAT,0.581005334854126,10.0,False,False,12276.0,36828.0,2536181.0,40.0,7278.0,63935.0,0.525952,,,,,,,,,,19.0,2.0,3790.0,25.0,430.0,108.0,4.0,752.0,,,unknown,3.0,0.3333333333333333,63386.681310329914,0.0032583903551645487,306.9,68.84618367582264,,0.308732486151841,0.06125773867709352,206.5966927337895,68.8655642445965
maplesat,instance_n6_i6_pp_ci_ce.cnf,benchmarks/instance_n6_i6_pp_ci_ce.cnf,SAT,4.373499155044556,10.0,False,False,70280.0,151802.0,22132426.0,220.0,7278.0,63935.0,4.15403,,,,,,,,,,,,,,,,,,2402500.0,0.07333,unknown,2.1599601593625497,0.46297150235174767,34709.50710597622,0.003130335799658509,319.45454545454544,50.30297073368446,,,,314.91784291405804,145.79798685129313
glucose,PRP_30_41.cnf,benchmarks/PRP_30_41.cnf,SAT,148.94536352157593,10.0,False,False,2066182.0,35265711.0,896475930.0,8329.0,191450.0,1139488.0,147.267,,,,,,,,,,8885.0,30.0,1654544.0,13.0,109062.0,36625.0,12508.0,25921.0,,,crafted,17.068056444204817,0.05858897896599901,236769.44462182926,0.004031106649849819,248.07083683515427,55.91983397854125,,0.8007736007766982,0.01254536144444197,433.8804277648339,25.420611256072505
maplesat,PRP_30_41.cnf,benchmarks/PRP_30_41.cnf,SAT,261.3043115139008,10.0,False,False,1918364.0,50856329.0,1340515911.0,3722.0,191450.0,1139488.0,258.05,,,,,,,,,,,,,,,,,,33550462.0,0.02556,crafted,26.510260305135,0.03772124409530228,194624.91340214474,0.0019401948743825467,515.4121440085976,14.243928768094582,,,,698.7807897771225,26.35888074029095
cadical,grs-64-32.cnf,benchmarks/grs-64-32.cnf,UNSAT,26.952265977859497,20.0,False,False,330119.0,1273280.0,181827486.0,10248.0,,,,314580.0,159224.0,94844.0,73710.0,3253.0,26.57,26.94,68.02,20.0,,,,,,,,,,,crafted,3.857033372814046,0.2592666184971098,47242.03898276911,0.031043351034021064,32.21301717408275,380.2277704003973,0.9529290952656466,,,550.7937622493707,142.8024362276954
glucose,grs-64-32.cnf,benchmarks/grs-64-32.cnf,UNSAT,53.20966076850891,20.0,False,False,1001420.0,2125742.0,334806917.0,993.0,56794.0,166198.0,52.679,,,,,,,,,,5455.0,28.0,895753.0,24.0,1299.0,481.0,18.0,1259.0,,,crafted,2.122727726628188,0.47109197635460937,39950.30168014299,0.0009915919394459867,1008.479355488419,18.662024633460685,,0.8944828343751873,0.001257214755047832,334.3321653252382,157.50120052198244
maplesat,grs-64-32.cnf,benchmarks/grs-64-32.cnf,UNSAT,137.23936700820923,20.0,False,False,1798316.0,4498436.0,810613870.0,3497.0,56794.0,166198.0,136.427,,,,,,,,,,,,,,,,,,55088335.0,0.128501,crafted,2.50147137655451,0.3997647182265125,32778.02935167223,0.0019445970563571697,514.2453531598513,25.48102688196471,,,,450.7627524862149,180.19904473465888
cadical,grs-48-160.cnf,benchmarks/grs-48-160.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,crafted,,,,,,,,,,,
glucose,grs-48-160.cnf,benchmarks/grs-48-160.cnf,TIMEOUT,300.0,,True,False,,,,,410624.0,1176432.0,,,,,,,,,,,,,,,,,,,,,crafted,,,,,,,,,,,
maplesat,grs-48-160.cnf,benchmarks/grs-48-160.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,crafted,,,,,,,,,,,
cadical,SC23_Timetable_C_473_E_49_Cl_32_D_6_T_50.cnf,benchmarks/SC23_Timetable_C_473_E_49_Cl_32_D_6_T_50.cnf,SAT,177.3318350315094,10.0,False,False,931730.0,37778147.0,553720093.0,41225.0,,,,897447.0,628238.0,248418.0,170783.0,25086.0,175.8,177.28,283.7,10.0,,,,,,,,,,,industrial,40.546238717224945,0.02466320012995873,213036.46349392002,0.04424565056400459,22.60109157064888,232.4737686985244,0.9632050057420068,,,594.2924377233747,14.657153327292628
glucose,SC23_Timetable_C_473_E_49_Cl_32_D_6_T_50.cnf,benchmarks/SC23_Timetable_C_473_E_49_Cl_32_D_6_T_50.cnf,SAT,68.61334824562073,10.0,False,False,777727.0,41992826.0,416609942.0,10898.0,250975.0,815307.0,67.5225,,,,,,,,,,1434.0,24.0,706299.0,74.0,3567.0,1954.0,15.0,4266.0,,,industrial,53.994301342244775,0.018520472996982864,612021.2330941043,0.014012629110214767,71.36419526518627,158.83206808371386,,0.9081580040296916,0.005485215249052688,535.6763260115696,9.920978931020265
maplesat,SC23_Timetable_C_473_E_49_Cl_32_D_6_T_50.cnf,benchmarks/SC23_Timetable_C_473_E_49_Cl_32_D_6_T_50.cnf,SAT,34.77388024330139,10.0,False,False,215775.0,11695377.0,120471060.0,511.0,250975.0,815307.0,34.3493,,,,,,,,,,,,,,,,,,25497689.0,0.040652,industrial,54.20172401807438,0.018449597648711964,336326.48752947035,0.0023682076236820762,422.26027397260276,14.694937591798823,,,,558.3179701077511,10.300741908533602
cadical,asconhashv12_opt64_H4_M2-LOD9_m0_2_U19.c.cnf,benchmarks/asconhashv12_opt64_H4_M2-LOD9_m0_2_U19.c.cnf,UNSAT,284.3938477039337,20.0,False,False,1779941.0,60700592.0,1033900652.0,236529.0,,,,1565271.0,1266323.0,133353.0,211722.0,5912.0,283.77,284.36,161.4,20.0,,,,,,,,,,,industrial,34.102586546408,0.029323288972206398,213438.48500967553,0.13288586531800772,7.5252548313314644,831.6952068746469,0.879394878819017,,,580.8623162228411,17.032793551667503
glucose,asconhashv12_opt64_H4_M2-LOD9_m0_2_U19.c.cnf,benchmarks/asconhashv12_opt64_H4_M2-LOD9_m0_2_U19.c.cnf,UNSAT,101.13578224182127,20.0,False,False,568214.0,2868948.0,681720858.0,4217.0,126995.0,296493.0,100.143,,,,,,,,,,2397.0,20.0,462266.0,49.0,1497.0,209.0,32.0,157.0,,,industrial,5.049062501099938,0.1980565698646333,28367.289364907327,0.007421499646260036,134.74365662793454,41.6964194721599,,0.8135420809765335,0.0002763043501216091,1199.760755630801,237.620499918437
maplesat,asconhashv12_opt64_H4_M2-LOD9_m0_2_U19.c.cnf,benchmarks/asconhashv12_opt64_H4_M2-LOD9_m0_2_U19.c.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,industrial,,,,,,,,,,,
cadical,ER_500_10_5.apx_2_DC-ST.cnf,benchmarks/ER_500_10_5.apx_2_DC-ST.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,crafted,,,,,,,,,,,
glucose,ER_500_10_5.apx_2_DC-ST.cnf,benchmarks/ER_500_10_5.apx_2_DC-ST.cnf,TIMEOUT,300.0,,True,False,,,,,1002.0,38877.0,,,,,,,,,,,,,,,,,,,,,crafted,,,,,,,,,,,
maplesat,ER_500_10_5.apx_2_DC-ST.cnf,benchmarks/ER_500_10_5.apx_2_DC-ST.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,crafted,,,,,,,,,,,
cadical,qwh.40.560.shuffled-as.sat03-1654.cnf,benchmarks/qwh.40.560.shuffled-as.sat03-1654.cnf,SAT,8.404396772384644,10.0,False,False,84228.0,545985.0,38049785.0,2788.0,,,,80429.0,58810.0,1845.0,4601.0,863.0,8.3,8.39,68.0,10.0,,,,,,,,,,,random,6.482226812936315,0.15426797439490095,64964.210375456074,0.03310063161893907,30.21090387374462,331.7311254462513,0.9548962340314385,,,451.7474592772,69.69016548073665
glucose,qwh.40.560.shuffled-as.sat03-1654.cnf,benchmarks/qwh.40.560.shuffled-as.sat03-1654.cnf,SAT,85.40147614479065,10.0,False,False,801887.0,2873793.0,192823321.0,6076.0,3100.0,26345.0,84.7526,,,,,,,,,,0.0,24.0,706399.0,137.0,192.0,115.0,0.0,1482.0,,,random,3.5837879900784024,0.27903436329617337,33650.39024767837,0.0075771274506258365,131.97613561553655,71.14631121479304,,0.8809208778793022,0.0018481406981282898,240.46196159808053,67.0971503514693
maplesat,qwh.40.560.shuffled-as.sat03-1654.cnf,benchmarks/qwh.40.560.shuffled-as.sat03-1654.cnf,SAT,24.849884271621704,10.0,False,False,325007.0,533628.0,112752302.0,766.0,3100.0,26345.0,24.5393,,,,,,,,,,,,,,,,,,48983786.0,0.115746,random,1.6418969437581343,0.6090516239777523,21474.063789077576,0.0023568723135194013,424.2911227154047,30.82509325304036,,,,346.9226878190316,211.29382641090797
cadical,php17-mixed-15percent-blocked.cnf,benchmarks/php17-mixed-15percent-blocked.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,industrial,,,,,,,,,,,
glucose,php17-mixed-15percent-blocked.cnf,benchmarks/php17-mixed-15percent-blocked.cnf,TIMEOUT,300.0,,True,False,,,,,460.0,4494.0,,,,,,,,,,,,,,,,,,,,,industrial,,,,,,,,,,,
maplesat,php17-mixed-15percent-blocked.cnf,benchmarks/php17-mixed-15percent-blocked.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,industrial,,,,,,,,,,,
cadical,satcoin-genesis-UNSAT-9880.cnf,benchmarks/satcoin-genesis-UNSAT-9880.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,industrial,,,,,,,,,,,
glucose,satcoin-genesis-UNSAT-9880.cnf,benchmarks/satcoin-genesis-UNSAT-9880.cnf,TIMEOUT,300.0,,True,False,,,,,141429.0,646015.0,,,,,,,,,,,,,,,,,,,,,industrial,,,,,,,,,,,
maplesat,satcoin-genesis-UNSAT-9880.cnf,benchmarks/satcoin-genesis-UNSAT-9880.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,industrial,,,,,,,,,,,
cadical,spg_200_307.cnf,benchmarks/spg_200_307.cnf,UNSAT,56.76341271400452,20.0,False,False,281870.0,1360465.0,99384628.0,8302.0,,,,268550.0,143919.0,152165.0,96615.0,,56.22,56.68,493.07,20.0,,,,,,,,,,,crafted,4.826568985702629,0.20718651343474473,23967.286936297078,0.029453294071735196,33.95205974463985,146.25618163285228,0.9527441728456381,,,352.59030049313515,73.05195503008163
